,Word,frequency,sentiment,category
12079,sucker,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
12212,sinful,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
12222,graveyard,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
12235,loathing,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",negative
12253,tremble,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
12265,amorality,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
12270,disadvantage,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
12329,frantically,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
12351,funeral,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
12356,ridicule,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
12401,degrade,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
12406,deride,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
12422,fud,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
12478,prosecution,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
12499,anxiously,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
12541,sleeplessness,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
12547,sorrowful,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
12553,maniacally,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
12576,allergic,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
12604,exhausting,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",negative
12641,agonizingly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
12699,dysfunction,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
12714,pu,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
12732,carelessly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
12738,fatalistic,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
12747,obscene,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",negative
12761,phobic,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
12829,rigid,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.128}",negative
12848,repress,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
12863,paranoia,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
12909,gullibility,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
12916,arguable,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
12927,aching,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
12928,unworthy,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
12939,puke,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
12942,deceitful,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
13032,selfishness,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
13041,apathetic,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
13070,wickedness,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
13114,lamented,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
13121,disbelieve,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
13126,bitterly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
13183,weeps,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
13204,egotist,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
13245,restriction,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
13272,hesitate,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
13279,weeping,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
13297,wept,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
13325,confrontation,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
13353,weaponry,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
13370,dullard,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
13374,destructiveness,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",negative
13390,freakishly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
13393,duller,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
13395,smother,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
13473,doubter,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",negative
13483,chastise,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",negative
13490,unsatisfied,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
13497,obliterate,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5994}",negative
13548,unprofessional,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
13634,wag,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",negative
13642,regrettably,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
13656,ennui,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
13679,foolishness,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
13716,unjust,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
13774,disliking,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
13871,selfishly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",negative
13884,depress,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
13937,disdain,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
13980,defiant,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
13991,submissive,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
14046,reluctantly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",negative
14087,remorseless,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
14090,grievous,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
14171,frantic,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
14231,displeased,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
14234,dud,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
14241,madder,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
14251,disparage,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
14277,mistaking,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
14302,scaremonger,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
14326,rash,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",negative
14335,worn,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
14352,insincerely,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
14381,exclusion,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
14395,cruelly,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",negative
14407,undecided,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2263}",negative
14430,timid,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",negative
14499,offend,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",negative
14511,aversion,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
14524,negativity,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
14526,fag,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
14548,walkout,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",negative
14552,risker,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
14553,thorny,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
14612,cornered,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
14624,dismay,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
14652,panicked,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",negative
14662,dissatisfaction,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
14708,regrettable,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",negative
14828,humiliate,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",negative
14833,stab,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",negative
14845,indecision,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2023}",negative
14895,woeful,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",negative
14905,saddening,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",negative
14910,sadden,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",negative
14930,smuggling,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",negative
15077,deprivation,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",negative
15081,remorse,1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",negative
